attack_file,eps,replaced,precision_before,recall_before,f1_before,precision_after,recall_after,f1_after,precision_after_cm,recall_after_cm,f1_after_cm
attack_modbus_spoof.csv,0.015,12,0.9230769230769231,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
attack_modbus_spoof.csv,0.018,12,0.9230769230769231,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
attack_modbus_spoof.csv,0.021,12,0.9230769230769231,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
attack_modbus_spoof.csv,0.024,12,0.9230769230769231,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
attack_modbus_spoof.csv,0.027,12,0.9230769230769231,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
attack_modbus_spoof.csv,0.03,12,0.9230769230769231,1.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
