start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len,mqtt_msg_count,mqtt_bytes,avg_mqtt_payload_len,unique_mqtt_endpoints
1772633107.078053,1772633110.078053,14,1855,2,2,0,0,132.5,7,847,121.0,1
1772633110.078053,1772633113.078053,26,3435,2,2,0,0,132.1153846153846,13,1563,120.23076923076923,1
1772633113.078053,1772633116.078053,14,1855,2,2,0,0,132.5,7,847,121.0,1
1772633116.078053,1772633119.078053,20,2648,2,2,0,0,132.4,10,1208,120.8,1
1772633119.078053,1772633122.078053,16,2118,2,2,0,0,132.375,8,966,120.75,1
1772633122.078053,1772633125.078053,24,3164,2,2,0,0,131.83333333333334,12,1436,119.66666666666667,1
1772633125.078053,1772633128.078053,16,1950,2,2,0,0,121.875,7,846,120.85714285714286,1
1772633128.078053,1772633131.078053,24,3173,2,2,0,0,132.20833333333334,12,1445,120.41666666666667,1
1772633131.078053,1772633134.078053,14,1855,2,2,0,0,132.5,7,847,121.0,1
1772633134.078053,1772633137.078053,26,3434,2,2,0,0,132.07692307692307,13,1562,120.15384615384616,1
1772633137.078053,1772633140.078053,12,1590,2,2,0,0,132.5,6,726,121.0,1
1772633140.078053,1772633143.078053,22,2914,2,2,0,0,132.45454545454547,11,1330,120.9090909090909,1
1772633143.078053,1772633146.078053,16,2120,2,2,0,0,132.5,8,968,121.0,1
1772633146.078053,1772633149.078053,26,3265,2,2,0,0,125.57692307692308,12,1441,120.08333333333333,1
1772633149.078053,1772633152.078053,14,1854,2,2,0,0,132.42857142857142,7,846,120.85714285714286,1
1772633152.078053,1772633155.078053,20,2648,2,2,0,0,132.4,10,1208,120.8,1
1772633155.078053,1772633158.078053,16,2118,2,2,0,0,132.375,8,966,120.75,1
1772633158.078053,1772633161.078053,31,3837,2,2,0,0,123.7741935483871,14,1677,119.78571428571429,1
1772633161.078053,1772633164.078053,12,1589,2,2,0,0,132.41666666666666,6,725,120.83333333333333,1
1772633164.078053,1772633167.078053,22,2914,2,2,0,0,132.45454545454547,11,1330,120.9090909090909,1
1772633167.078053,1772633170.078053,16,1950,2,2,0,0,121.875,7,846,120.85714285714286,1
1772633170.078053,1772633173.078053,26,3435,2,2,0,0,132.1153846153846,13,1563,120.23076923076923,1
1772633173.078053,1772633176.078053,16,2003,2,2,0,0,125.1875,8,851,106.375,2
1772633176.078053,1772633179.078053,20,2650,2,2,0,0,132.5,10,1210,121.0,1
1772633179.078053,1772633182.078053,16,2119,2,2,0,0,132.4375,8,967,120.875,1
1772633182.078053,1772633185.078053,24,3165,2,2,0,0,131.875,12,1437,119.75,1
1772633185.078053,1772633188.078053,14,1854,2,2,0,0,132.42857142857142,7,846,120.85714285714286,1
1772633188.078053,1772633191.078053,24,3174,2,2,0,0,132.25,12,1446,120.5,1
1772633191.078053,1772633194.078053,14,1855,2,2,0,0,132.5,7,847,121.0,1
1772633194.078053,1772633197.078053,26,3433,2,2,0,0,132.03846153846155,13,1561,120.07692307692308,1
1772633197.078053,1772633200.078053,14,1684,2,2,0,0,120.28571428571429,6,724,120.66666666666667,1
1772633200.078053,1772633203.078053,22,2915,2,2,0,0,132.5,11,1331,121.0,1
