start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len,mqtt_msg_count,mqtt_bytes,avg_mqtt_payload_len,unique_mqtt_endpoints
1773068210.098556,1773068213.098556,16,2119,2,2,0,0,132.4375,8,967,120.875,1
1773068213.098556,1773068216.098556,20,2649,2,2,0,0,132.45,10,1209,120.9,1
1773068216.098556,1773068219.098556,22,2734,2,2,0,0,124.27272727272727,10,1198,119.8,1
1773068219.098556,1773068222.098556,24,2839,2,2,0,0,118.29166666666667,10,1207,120.7,1
1773068222.098556,1773068225.098556,14,1852,2,2,0,0,132.28571428571428,7,844,120.57142857142857,1
1773068225.098556,1773068228.098556,24,3172,2,2,0,0,132.16666666666666,12,1444,120.33333333333333,1
1773068228.098556,1773068231.098556,18,2374,2,2,0,0,131.88888888888889,9,1078,119.77777777777777,1
1773068231.098556,1773068234.098556,20,2648,2,2,0,0,132.4,10,1208,120.8,1
1773068234.098556,1773068237.098556,16,2120,2,2,0,0,132.5,8,968,121.0,1
1773068237.098556,1773068240.098556,22,2742,2,2,0,0,124.63636363636364,10,1206,120.6,1
1773068240.098556,1773068243.098556,20,2639,2,2,0,0,131.95,10,1199,119.9,1
1773068243.098556,1773068246.098556,11,1373,2,2,0,0,124.81818181818181,5,605,121.0,1
