start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len,mqtt_msg_count,mqtt_bytes,avg_mqtt_payload_len,unique_mqtt_endpoints
1772625415.538284,1772625425.538284,62,8032,2,2,0,0,129.5483870967742,60,7936,60.266666666666666,2
1772625425.538284,1772625435.538284,68,8994,2,2,0,0,132.26470588235293,68,8994,60.26470588235294,2
1772625435.538284,1772625445.538284,64,8294,2,2,0,0,129.59375,62,8198,60.225806451612904,2
1772625445.538284,1772625455.538284,62,8202,2,2,0,0,132.29032258064515,62,8202,60.29032258064516,2
1772625455.538284,1772625465.538284,66,8729,2,2,0,0,132.25757575757575,66,8729,60.25757575757576,2
1772625465.538284,1772625475.538284,62,8037,2,2,0,0,129.6290322580645,60,7941,60.35,2
1772625475.538284,1772625485.538284,60,7939,2,2,0,0,132.31666666666666,60,7939,60.31666666666667,2
1772625485.538284,1772625495.538284,75,9428,2,2,0,0,125.70666666666666,72,9284,56.94444444444444,2
1772625495.538284,1772625505.538284,6,794,2,2,0,0,132.33333333333334,6,794,60.333333333333336,2
1772625505.538284,1772625515.538284,54,7139,2,2,0,0,132.2037037037037,54,7139,60.2037037037037,2
1772625515.538284,1772625525.538284,68,8822,2,2,0,0,129.73529411764707,66,8726,60.21212121212121,2
1772625525.538284,1772625535.538284,60,7941,2,2,0,0,132.35,60,7941,60.35,2
1772625535.538284,1772625545.538284,60,7938,2,2,0,0,132.3,60,7938,60.3,2
1772625545.538284,1772625555.538284,73,9235,2,2,0,0,126.5068493150685,68,8995,60.279411764705884,2
1772625555.538284,1772625565.538284,65,8340,2,2,0,0,128.30769230769232,62,8196,60.193548387096776,2
1772625565.538284,1772625575.538284,62,8201,2,2,0,0,132.2741935483871,62,8201,60.274193548387096,2
1772625575.538284,1772625585.538284,68,8825,2,2,0,0,129.77941176470588,66,8729,60.25757575757576,2
1772625585.538284,1772625595.538284,60,7940,2,2,0,0,132.33333333333334,60,7940,60.333333333333336,2
1772625595.538284,1772625605.538284,62,8031,2,2,0,0,129.53225806451613,60,7935,60.25,2
1772625605.538284,1772625615.538284,81,9718,2,2,0,0,119.9753086419753,72,9286,56.97222222222222,2
1772625615.538284,1772625625.538284,56,7401,2,2,0,0,132.16071428571428,56,7401,60.160714285714285,2
1772625625.538284,1772625635.538284,63,8249,2,2,0,0,130.93650793650792,62,8201,60.274193548387096,2
1772625635.538284,1772625645.538284,70,8920,2,2,0,0,127.42857142857143,66,8728,60.24242424242424,2
1772625645.538284,1772625655.538284,60,7939,2,2,0,0,132.31666666666666,60,7939,60.31666666666667,2
1772625655.538284,1772625665.538284,60,7938,2,2,0,0,132.3,60,7938,60.3,2
1772625665.538284,1772625675.538284,73,9233,2,2,0,0,126.47945205479452,68,8993,60.25,2
1772625675.538284,1772625685.538284,62,8191,2,2,0,0,132.11290322580646,62,8191,60.11290322580645,2
1772625685.538284,1772625695.538284,62,8202,2,2,0,0,132.29032258064515,62,8202,60.29032258064516,2
1772625695.538284,1772625705.538284,68,8826,2,2,0,0,129.7941176470588,66,8730,60.27272727272727,2
1772625705.538284,1772625715.538284,60,7940,2,2,0,0,132.33333333333334,60,7940,60.333333333333336,2
1772625715.538284,1772625725.538284,24,3169,2,2,0,0,132.04166666666666,24,3169,60.041666666666664,2
