start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len,label
1772620394.523752,1772620414.523752,8,656,0,0,0,0,82.0,1
1772620414.523752,1772620434.523752,7,364,0,0,0,0,52.0,1
1772620434.523752,1772620454.523752,3,144,0,0,0,0,48.0,1
1772620454.523752,1772620474.523752,4,220,0,0,0,0,55.0,1
1772620474.523752,1772620494.523752,0,0,0,0,0,0,0.0,1
1772620494.523752,1772620514.523752,3,144,0,0,0,0,48.0,1
