start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len
1772622544.717721,1772622554.717721,68,8990,2,2,0,0,132.2058823529412
1772622554.717721,1772622564.717721,62,8194,2,2,0,0,132.16129032258064
1772622564.717721,1772622574.717721,62,8201,2,2,0,0,132.2741935483871
1772622574.717721,1772622584.717721,28,3708,2,2,0,0,132.42857142857142
