start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len
1772537865.702288,1772537875.702288,7,648,0,0,0,0,92.57142857142857
1772537875.702288,1772537885.702288,1,76,0,0,0,0,76.0
1772537885.702288,1772537895.702288,4,220,0,0,0,0,55.0
