start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len
1772533414.482289,1772533424.482289,7,648,0,0,0,0,92.57142857142857
1772533424.482289,1772533434.482289,3,172,0,0,0,0,57.333333333333336
1772533434.482289,1772533444.482289,3,144,0,0,0,0,48.0
1772533444.482289,1772533454.482289,2,124,0,0,0,0,62.0
