start_ts,end_ts,total_pkts,total_bytes,unique_src,unique_dst,tcp_syn_count,udp_count,avg_pkt_len,mqtt_msg_count,mqtt_bytes,avg_mqtt_payload_len,unique_mqtt_endpoints
1773067556.427036,1773067559.427036,26,3433,2,2,0,0,132.03846153846155,13,1561,120.07692307692308,1
1773067559.427036,1773067562.427036,16,2118,2,2,0,0,132.375,8,966,120.75,1
1773067562.427036,1773067565.427036,18,2383,2,2,0,0,132.38888888888889,9,1087,120.77777777777777,1
1773067565.427036,1773067568.427036,19,2427,2,2,0,0,127.73684210526316,9,1083,120.33333333333333,1
1773067568.427036,1773067571.427036,28,3360,2,2,0,0,120.0,12,1440,120.0,1
1773067571.427036,1773067574.427036,16,2117,2,2,0,0,132.3125,8,965,120.625,1
1773067574.427036,1773067577.427036,20,2648,2,2,0,0,132.4,10,1208,120.8,1
1773067577.427036,1773067580.427036,14,1855,2,2,0,0,132.5,7,847,121.0,1
1773067580.427036,1773067583.427036,26,3435,2,2,0,0,132.1153846153846,13,1563,120.23076923076923,1
1773067583.427036,1773067586.427036,14,1853,2,2,0,0,132.35714285714286,7,845,120.71428571428571,1
1773067586.427036,1773067589.427036,20,2647,2,2,0,0,132.35,10,1207,120.7,1
1773067589.427036,1773067592.427036,20,2410,2,2,0,0,120.5,10,970,97.0,2
1773067592.427036,1773067595.427036,24,3167,2,2,0,0,131.95833333333334,12,1439,119.91666666666667,1
1773067595.427036,1773067598.427036,18,2378,2,2,0,0,132.11111111111111,9,1082,120.22222222222223,1
1773067598.427036,1773067601.427036,18,2382,2,2,0,0,132.33333333333334,9,1086,120.66666666666667,1
1773067601.427036,1773067604.427036,16,2120,2,2,0,0,132.5,8,968,121.0,1
1773067604.427036,1773067607.427036,26,3435,2,2,0,0,132.1153846153846,13,1563,120.23076923076923,1
1773067607.427036,1773067610.427036,14,1853,2,2,0,0,132.35714285714286,7,845,120.71428571428571,1
1773067610.427036,1773067613.427036,20,2648,2,2,0,0,132.4,10,1208,120.8,1
1773067613.427036,1773067616.427036,14,1853,2,2,0,0,132.35714285714286,7,845,120.71428571428571,1
1773067616.427036,1773067619.427036,28,3528,2,2,0,0,126.0,13,1560,120.0,1
